taxon_id,geography,date
CgCHU53s03.5,Brazzaville,2003.5
CgCHU56s03.5,Brazzaville,2003.5
CgCP03s03.5,Brazzaville,2003.5
CgCP04s03.5,Brazzaville,2003.5
CgCP06s03.5,Brazzaville,2003.5
CgCP07s03.5,Brazzaville,2003.5
CgCP11s03.5,Brazzaville,2003.5
CgCP14s03.5,Brazzaville,2003.5
CgCP15s03.5,Brazzaville,2003.5
EQS1tAs97,Bwamanda,1997
EQS16s97,Bwamanda,1997
EQS18tAs97,Bwamanda,1997
EQS21tAEs97,Bwamanda,1997
EQS25tAs97,Bwamanda,1997
EQS29s97,Bwamanda,1997
EQS45tAs97,Bwamanda,1997
EQS49tAs97,Bwamanda,1997
EQS8tKs97,Bwamanda,1997
EQTB1tHs97,Bwamanda,1997
EQTB14tAs97,Bwamanda,1997
EQTB43tKs97,Bwamanda,1997
EQTB44tAs97,Bwamanda,1997
EQTB50s97,Bwamanda,1997
EQTB52tAs97,Bwamanda,1997
EQTB60tAEs97,Bwamanda,1997
EQTB80tHs97,Bwamanda,1997
MBCD5tAs97,MbuyiMayi,1997
MBDS17tAs97,MbuyiMayi,1997
MBFE14tCs97,MbuyiMayi,1997
MBFE149tAs97,MbuyiMayi,1997
MBFE155tAs97,MbuyiMayi,1997
MBFE183tF1s97,MbuyiMayi,1997
MBFE185tAs97,MbuyiMayi,1997
MBFE244tAs97,MbuyiMayi,1997
MBFE247tAs97,MbuyiMayi,1997
MBFE250s97,MbuyiMayi,1997
MBFE300tCs97,MbuyiMayi,1997
MBFE34tCs97,MbuyiMayi,1997
MBFE5tAs97,MbuyiMayi,1997
MBFE61tCs97,MbuyiMayi,1997
MBFE71tKs97,MbuyiMayi,1997
MBFE78tAs97,MbuyiMayi,1997
MBFE91tGs97,MbuyiMayi,1997
MBFE92tCs97,MbuyiMayi,1997
MBP2tAs97,MbuyiMayi,1997
MBS12tAs97,MbuyiMayi,1997
MBS20tCs97,MbuyiMayi,1997
MBS26tAs97,MbuyiMayi,1997
MBS28tAs97,MbuyiMayi,1997
MBS30tAs97,MbuyiMayi,1997
MBS32tAs97,MbuyiMayi,1997
MBS33tCs97,MbuyiMayi,1997
